360731726399541250,"I'm at Zeytinburnu Tramvay Durağı (İstanbul, Türkiye) http://t.co/2S5K5zMK2I",7,32,"LOCATION
"
360744295176749058,Beni bugun hali sahaya cagirana mac yaptirana helalinden 50 lira,57,63,"MONEY
"
360744295113818114,Tatil ödevlerini yapan arkadaşlarım varsa şimdiden söyleyin sizi daha az sevicem,42,46,"DATE
"
360744295109640193,Tel gibi gerilen Türkiye! http://t.co/67Bvnj2PlZ,17,23,"LOCATION
"
360744293855535107,Hayırlı Cumalar,8,11,"DATE
"
360744561896734720,SAYIN BNAŞKANIMIZ EMRE AYDARLA GRURDUYOR,18,27,"PERSON
"
360744813051645952,"#halicyatlimani Proje ile dünya başkentlerinden biri olan İstanbul’a yeni konser, tiyatro ve kültür merkezleri kazandırılıyor.",1,14,"LOCATION
"
360744813051645952,"#halicyatlimani Proje ile dünya başkentlerinden biri olan İstanbul’a yeni konser, tiyatro ve kültür merkezleri kazandırılıyor.",58,65,"LOCATION
"
360744813047455745,Başbakan Recep Tayyip Erdoğan: Ben her takıma eşit mesafedeyim fakat küçüklüğümden beri Fenerbahçe'ye duyduğum muhabbet malum.,9,28,"PERSON
"
360744813047455745,Başbakan Recep Tayyip Erdoğan: Ben her takıma eşit mesafedeyim fakat küçüklüğümden beri Fenerbahçe'ye duyduğum muhabbet malum.,88,97,"ORGANIZATION
"
360744812611248129,Dişçi motoru gibisin sen firuze,25,30,"PERSON
"
360744811524915200,"Misafir geldiğinde, gidene kadar odandan çıkmak istemediğin için odada yemeksiz susuz verdiğin o mücadele survivordan beter.",106,113,"MISC
"
360744809494872064,TORUNLAR GYO İLK ALTI AYDA 97 MİLYON TL KÂR AÇIKLADI   http://t.co/RY28CR5pMU,0,11,"ORGANIZATION
"
360744809494872064,TORUNLAR GYO İLK ALTI AYDA 97 MİLYON TL KÂR AÇIKLADI   http://t.co/RY28CR5pMU,27,38,"MONEY
"
360744809301942272,"I'm at TRT İstanbul Radyosu (İstanbul, Türkiye) w/ 5 others http://t.co/zaReiHw5ay",7,9,"ORGANIZATION
"
360744809301942272,"I'm at TRT İstanbul Radyosu (İstanbul, Türkiye) w/ 5 others http://t.co/zaReiHw5ay",11,26,"ORGANIZATION
"
360744809301942272,"I'm at TRT İstanbul Radyosu (İstanbul, Türkiye) w/ 5 others http://t.co/zaReiHw5ay",29,36,"LOCATION
"
360744809301942272,"I'm at TRT İstanbul Radyosu (İstanbul, Türkiye) w/ 5 others http://t.co/zaReiHw5ay",39,45,"LOCATION
"
360744808031064064,"Başbakan Erdoğan,  Suriye'den, Mısır'a, Times'daki ilandan, CAS davasına kadar bir çok konuya açıklık getirdi! http://t.co/5htEe3TRME",9,15,"PERSON
"
360744808031064064,"Başbakan Erdoğan,  Suriye'den, Mısır'a, Times'daki ilandan, CAS davasına kadar bir çok konuya açıklık getirdi! http://t.co/5htEe3TRME",19,24,"LOCATION
"
360744808031064064,"Başbakan Erdoğan,  Suriye'den, Mısır'a, Times'daki ilandan, CAS davasına kadar bir çok konuya açıklık getirdi! http://t.co/5htEe3TRME",31,35,"LOCATION
"
360744808031064064,"Başbakan Erdoğan,  Suriye'den, Mısır'a, Times'daki ilandan, CAS davasına kadar bir çok konuya açıklık getirdi! http://t.co/5htEe3TRME",40,44,"ORGANIZATION
"
360744806747602944,ölümüne fenerbahçee,8,18,"ORGANIZATION
"
360745065859133442,Hadi artik bari bu sefer meydana gelin #bodrummeydan,40,51,"LOCATION
"
360745065674571776,"Merve'yi cok seviyorum,herseyden.",0,4,"PERSON
"
360745065297084416,"""Senin için yapraklarını kopardığım papatyalardan özür diledim dün gece. Haklısınız dedim, ne sevdiği belli, ne sevmediği.""",63,70,"DATE
"
360745065133514752,"anlamadığım şu, adamların inadı inat. 15mil euro yu peşin istiyorlar, neden inatlaşıyorsun, ver istedikleri parayı al adamı.",38,47,"MONEY
"
360745064642777089,Merve Amerikaya yolladik 1 aydir odasi dagilmiyor. Mutlulugumu paylasmak istedim.,0,4,"PERSON
"
360745064642777089,Merve Amerikaya yolladik 1 aydir odasi dagilmiyor. Mutlulugumu paylasmak istedim.,6,12,"LOCATION
"
360745064252702720,Mete durmadan mesaj attığı için telefonumu sıtma tutu,0,3,"PERSON
"
360745063959105536,bu yıl kırmızı forma yok mu beşikaşımızın,0,5,"DATE
"
360745063959105536,bu yıl kırmızı forma yok mu beşikaşımızın,28,34,"ORGANIZATION
"
360745317014052864,Bir yıl sonra bende  kazandığım üniversiteyi yazmak istiyorum.,0,12,"DATE
"
360745568882008065,TURAN TOK: GİYİLEN GÖMLEK KİMİN? http://t.co/jjOsP2RTJw,0,8,"PERSON
"
360745567959257089,#ankaraahlatlıbelyanıyor müdahale gecikti YANGIN çamları sardı ve vasiye iniyor hala etkili müdahale yok http://t.co/f3EsbCEJiC,1,6,"LOCATION
"
360745567959257089,#ankaraahlatlıbelyanıyor müdahale gecikti YANGIN çamları sardı ve vasiye iniyor hala etkili müdahale yok http://t.co/f3EsbCEJiC,7,16,"LOCATION
"
360745567363670018,Akşam iftarda maalesef Balta Limanı :),23,34,"LOCATION
"
360745567233650688,Deryanın isyanından sonra uyuduğum doğru,0,4,"PERSON
"
360745565434298368,Harry'de astım var bendede vardı bi aralar fısfıs falan kullanıyodum nefesim daralıyodu :D:D,0,4,"PERSON
"
360745565346201600,"Günümüzde, evlenenlerin yüzde ellisi boşanmaktadır.",24,33,"PERCENT
"
360745563798507520,#EkinistSeniSeviyorEkinKoç benden günah gitti siz kaşındınız,19,25,"PERSON
"
360745820154372099,Bu Yanlışlar Gerçekten Yakıyor « KARŞIYAKA PORTALI http://t.co/hRuGfX9Htm,33,41,"LOCATION
"
360745816505319425,''Dünya ahiretin tarlasıdır. Sizde takva tohumu ekerseniz ahirette karşılığını alırsınız.''  Hz Gavs-i Sani,96,106,"PERSON
"
360745815473528832,TEYZESİNİN BİTER CİKOLATASI YAĞMUR http://t.co/Z38maHjvpe,28,33,"PERSON
"
360745815293165568,Adalet mulkun temelidir gibi şeyler mi söyleyeceğiz biz şimdi. ..,56,60,"DATE
"
360745812139053057,Teyzeler bile india da akarkene biz hala ptt,14,18,"LOCATION
"
360745812139053057,Teyzeler bile india da akarkene biz hala ptt,41,43,"ORGANIZATION
"
360745810952073217,"""Bir gece ansızın gelir krallığınızı imparatorluğuma katarım."" [ Fatih Sultan Mehmet ]",65,83,"PERSON
"
360745809324675073,Adalaet ve Kalkınma Partisi Genel Başkanı ve Başbakan olan birisinin adalete karşı bu kadar net tavır alması akıl almaz.,0,26,"ORGANIZATION
"
360746073511301120,-İyi günler Algı Kız Ögr. Yurdumu?? -Yoo malesef bi okul olduk... 😳😂,12,30,"LOCATION
"
360746071716147202,Arkasından atıp tutuyordun ne oldu güzelim simdi ?,43,47,"DATE
"
360746071661613058,En büyük hayalim de Kübra ve Rabia'yla ev arkadaşı olmak,20,24,"PERSON
"
360746071661613058,En büyük hayalim de Kübra ve Rabia'yla ev arkadaşı olmak,29,33,"PERSON
"
360746070726279168,üşengeçlik kulübü kurucam ama şimdi değil,30,34,"DATE
"
